quarter,name,bundleid,platform,genre,subgenre,QuarterRank,Engagement,GamePlay,CPI,UA,Rev,Eng-Rate,GPlay-Rate,CPI-Rate,UA-Rate,Rev-Rate
2020_Q4,brickbreakerlegendballs,com.puzzle1studio.ap.brickbreakerlegendballs,ios,Puzzle,Bubble Shooter,6,0.27,38.79,2.1868,0.08,1169,0.04,-0.05,-0.04,0.0,0.36
2020_Q1,Brick Out - Shoot the ball,com.puzzle1studio.ap.brickoutshoottheball,ios,Hypercasual,Hypercasual - Puzzle,1,0.32,32.72,2.2618,0.09,548,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Brick Out - Shoot the ball,com.puzzle1studio.ap.brickoutshoottheball,ios,Hypercasual,Hypercasual - Puzzle,2,0.35,35.81,2.3839,0.08,899,0.09,0.09,0.05,-0.11,0.64
2020_Q3,Brick Out - Shoot the ball,com.puzzle1studio.ap.brickoutshoottheball,ios,Hypercasual,Hypercasual - Puzzle,3,0.34,38.44,3.4855,0.07,23898,-0.03,0.07,0.46,-0.12,25.58
2020_Q4,Brick Out - Shoot the ball,com.puzzle1studio.ap.brickoutshoottheball,ios,Hypercasual,Hypercasual - Puzzle,4,0.32,38.74,5.2329,0.07,76025,-0.06,0.01,0.5,0.0,2.18
2019_Q4,Bubble Pop Origin! Puzzle Game,com.puzzle1studio.ap.bubblepoporiginpuzzlegame,ios,Puzzle,Bubble Shooter,1,0.4,47.82,2.2954,0.05,15,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Bubble Pop Origin! Puzzle Game,com.puzzle1studio.ap.bubblepoporiginpuzzlegame,ios,Puzzle,Bubble Shooter,2,0.4,43.78,2.6058,0.04,6046,0.0,-0.08,0.14,-0.2,402.07
2020_Q2,Bubble Pop Origin! Puzzle Game,com.puzzle1studio.ap.bubblepoporiginpuzzlegame,ios,Puzzle,Bubble Shooter,3,0.36,36.4,3.2789,0.04,24560,-0.1,-0.17,0.26,0.0,3.06
2020_Q3,Bubble Pop Origin! Puzzle Game,com.puzzle1studio.ap.bubblepoporiginpuzzlegame,ios,Puzzle,Bubble Shooter,4,0.37,35.79,4.5289,0.04,135977,0.03,-0.02,0.38,0.0,4.54
2020_Q4,Bubble Pop Origin! Puzzle Game,com.puzzle1studio.ap.bubblepoporiginpuzzlegame,ios,Puzzle,Bubble Shooter,5,0.37,37.14,7.0869,0.04,227329,0.0,0.04,0.56,0.0,0.67
2020_Q2,Sweet Blast: Cookie Land,com.puzzle1studio.ap.sweetblast,ios,Puzzle,Tile Blast,1,0.41,33.35,4.5291,0.04,107,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Sweet Blast: Cookie Land,com.puzzle1studio.ap.sweetblast,ios,Puzzle,Tile Blast,2,0.43,35.91,5.9235,0.04,53999,0.05,0.08,0.31,0.0,503.66
2020_Q4,Sweet Blast: Cookie Land,com.puzzle1studio.ap.sweetblast,ios,Puzzle,Tile Blast,3,0.41,32.41,7.367,0.03,35164,-0.05,-0.1,0.24,-0.25,-0.35
2019_Q4,Word Search Inspiration,com.puzzle1studio.ap.wordsearchinspiration,ios,Puzzle,Word,1,0.27,29.1,1.6108,0.09,818,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Word Search Inspiration,com.puzzle1studio.ap.wordsearchinspiration,ios,Puzzle,Word,2,0.26,28.11,1.5546,0.08,1709,-0.04,-0.03,-0.03,-0.11,1.09
2020_Q2,Word Search Inspiration,com.puzzle1studio.ap.wordsearchinspiration,ios,Puzzle,Word,3,0.24,23.12,1.4407,0.06,2875,-0.08,-0.18,-0.07,-0.25,0.68
2020_Q3,Word Search Inspiration,com.puzzle1studio.ap.wordsearchinspiration,ios,Puzzle,Word,4,0.22,19.04,1.6883,0.07,6988,-0.08,-0.18,0.17,0.17,1.43
2020_Q4,Word Search Inspiration,com.puzzle1studio.ap.wordsearchinspiration,ios,Puzzle,Word,5,0.21,17.57,2.2727,0.09,13793,-0.05,-0.08,0.35,0.29,0.97
2019_Q4,Difference Find Tour,com.puzzledom.differencefindtour,ios,Puzzle,Hidden Objects,1,0.25,20.89,0.9484,0.11,5396,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Difference Find Tour,com.puzzledom.differencefindtour,ios,Puzzle,Hidden Objects,2,0.26,20.42,0.5597,0.1,5275,0.04,-0.02,-0.41,-0.09,-0.02
2020_Q2,Difference Find Tour,com.puzzledom.differencefindtour,ios,Puzzle,Hidden Objects,3,0.27,17.78,0.4972,0.1,3585,0.04,-0.13,-0.11,0.0,-0.32
2020_Q3,Difference Find Tour,com.puzzledom.differencefindtour,ios,Puzzle,Hidden Objects,4,0.29,23.23,0.5109,0.12,6108,0.07,0.31,0.03,0.2,0.7
2020_Q4,Difference Find Tour,com.puzzledom.differencefindtour,ios,Puzzle,Hidden Objects,5,0.29,21.06,0.4582,0.09,4285,0.0,-0.09,-0.1,-0.25,-0.3
2020_Q1,Pieces,com.puzzleupgjg.game,ios,Puzzle,Other Puzzle,1,0.27,16.58,0.6055,0.19,13387,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Pieces,com.puzzleupgjg.game,ios,Puzzle,Other Puzzle,2,0.31,15.79,0.6053,0.15,7396,0.15,-0.05,-0.0,-0.21,-0.45
2020_Q3,Pieces,com.puzzleupgjg.game,ios,Puzzle,Other Puzzle,3,0.29,13.43,0.7877,0.15,3003,-0.06,-0.15,0.3,0.0,-0.59
2020_Q4,Pieces,com.puzzleupgjg.game,ios,Puzzle,Other Puzzle,4,0.28,11.11,0.65,0.13,1340,-0.03,-0.17,-0.17,-0.13,-0.55
2019_Q4,Hells Kitchen,com.qiiwi.hellskitchen,ios,Puzzle,Puzzle & Decorate,1,0.34,38.56,0.9278,0.21,2367,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Hells Kitchen,com.qiiwi.hellskitchen,ios,Puzzle,Puzzle & Decorate,2,0.38,35.12,1.6777,0.14,22191,0.12,-0.09,0.81,-0.33,8.38
2020_Q2,Hells Kitchen,com.qiiwi.hellskitchen,ios,Puzzle,Puzzle & Decorate,3,0.32,31.74,2.3565,0.09,24175,-0.16,-0.1,0.4,-0.36,0.09
2020_Q3,Hells Kitchen,com.qiiwi.hellskitchen,ios,Puzzle,Puzzle & Decorate,4,0.29,28.13,2.9229,0.09,14548,-0.09,-0.11,0.24,0.0,-0.4
2020_Q4,Hells Kitchen,com.qiiwi.hellskitchen,ios,Puzzle,Puzzle & Decorate,5,0.32,29.74,4.5276,0.07,10465,0.1,0.06,0.55,-0.22,-0.28
2020_Q4,Puzzleton: Match & Design,com.qiiwi.puzzleton,ios,Puzzle,Puzzle & Decorate,1,0.29,24.08,1.7159,0.12,5082,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Wordington,com.qiiwi.wordington,ios,Puzzle,Word,1,0.32,38.42,4.7133,0.05,10913,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Wordington,com.qiiwi.wordington,ios,Puzzle,Word,2,0.38,38.85,1.3007,0.13,36289,0.19,0.01,-0.72,1.6,2.33
2020_Q1,Wordington,com.qiiwi.wordington,ios,Puzzle,Word,3,0.33,37.43,1.0308,0.13,22160,-0.13,-0.04,-0.21,0.0,-0.39
2020_Q2,Wordington,com.qiiwi.wordington,ios,Puzzle,Word,4,0.29,33.89,0.9351,0.13,26810,-0.12,-0.09,-0.09,0.0,0.21
2020_Q3,Wordington,com.qiiwi.wordington,ios,Puzzle,Word,5,0.33,34.57,1.3341,0.12,20555,0.14,0.02,0.43,-0.08,-0.23
2020_Q4,Wordington,com.qiiwi.wordington,ios,Puzzle,Word,6,0.41,37.78,2.3884,0.08,36067,0.24,0.09,0.79,-0.33,0.75
2020_Q2,Stack Blocks 3D,com.qsdhbdft.stackblocks,ios,Hypercasual,Hypercasual - Puzzle,1,0.2,9.85,0.3748,0.24,8375,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Stack Blocks 3D,com.qsdhbdft.stackblocks,ios,Hypercasual,Hypercasual - Puzzle,2,0.25,11.23,0.5973,0.18,71249,0.25,0.14,0.59,-0.25,7.51
2020_Q4,Stack Blocks 3D,com.qsdhbdft.stackblocks,ios,Hypercasual,Hypercasual - Puzzle,3,0.23,11.68,0.8235,0.14,25330,-0.08,0.04,0.38,-0.22,-0.64
2020_Q2,Tower Craft - Idle Block Build,com.quantumgames.skyscraper,ios,Arcade,Idler,1,0.27,16.44,0.7207,0.2,8075,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Tower Craft - Idle Block Build,com.quantumgames.skyscraper,ios,Arcade,Idler,2,0.29,14.69,0.6317,0.17,18321,0.07,-0.11,-0.12,-0.15,1.27
2020_Q4,Tower Craft - Idle Block Build,com.quantumgames.skyscraper,ios,Arcade,Idler,3,0.3,14.27,0.77,0.13,37389,0.03,-0.03,0.22,-0.24,1.04
2019_Q3,Stickman Riders,com.quentin.vtt,ios,Hypercasual,Hypercasual - Racing,1,0.26,6.97,0.4763,0.12,8715,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Stickman Riders,com.quentin.vtt,ios,Hypercasual,Hypercasual - Racing,2,0.22,5.38,0.4,0.2,8167,-0.15,-0.23,-0.16,0.67,-0.06
2020_Q1,Stickman Riders,com.quentin.vtt,ios,Hypercasual,Hypercasual - Racing,3,0.24,4.77,0.4,0.21,5940,0.09,-0.11,0.0,0.05,-0.27
2020_Q2,Stickman Riders,com.quentin.vtt,ios,Hypercasual,Hypercasual - Racing,4,0.21,4.29,0.4,0.22,1115,-0.12,-0.1,0.0,0.05,-0.81
2020_Q3,Stickman Riders,com.quentin.vtt,ios,Hypercasual,Hypercasual - Racing,5,0.2,4.64,0.0,0.03,926,-0.05,0.08,-1.0,-0.86,-0.17
2020_Q4,Stickman Riders,com.quentin.vtt,ios,Hypercasual,Hypercasual - Racing,6,0.19,4.47,0.0,0.07,708,-0.05,-0.04,-1.0,1.33,-0.24
2020_Q2,Repair Master 3D,com.quok.repairMaster3d,ios,Hypercasual,Hypercasual - Simulation,1,0.27,7.7,0.418,0.14,91823,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Repair Master 3D,com.quok.repairMaster3d,ios,Hypercasual,Hypercasual - Simulation,2,0.11,3.94,0.4214,0.22,16593,-0.59,-0.49,0.01,0.57,-0.82
2020_Q4,Repair Master 3D,com.quok.repairMaster3d,ios,Hypercasual,Hypercasual - Simulation,3,0.09,3.25,0.4326,0.17,18776,-0.18,-0.18,0.03,-0.23,0.13
2020_Q1,Ball Paint,com.radpirates.ballpaint,ios,Arcade,Drawing & Coloring,1,0.35,12.77,0.4275,0.22,19729,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Ball Paint,com.radpirates.ballpaint,ios,Arcade,Drawing & Coloring,2,0.3,11.55,0.41,0.22,7344,-0.14,-0.1,-0.04,0.0,-0.63
2020_Q3,Ball Paint,com.radpirates.ballpaint,ios,Arcade,Drawing & Coloring,3,0.29,6.83,0.0,0.0,2877,-0.03,-0.41,-1.0,-1.0,-0.61
2020_Q4,Ball Paint,com.radpirates.ballpaint,ios,Arcade,Drawing & Coloring,4,0.28,5.86,0.0,0.0,1301,-0.03,-0.14,-1.0,-1.0,-0.55
2020_Q1,Lucky Looter,com.radpirates.luckylooter,ios,Hypercasual,Hypercasual - Puzzle,1,0.3,8.86,0.365,0.26,64636,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Lucky Looter,com.radpirates.luckylooter,ios,Hypercasual,Hypercasual - Puzzle,2,0.3,6.47,0.3235,0.21,32007,0.0,-0.27,-0.11,-0.19,-0.5
2020_Q3,Lucky Looter,com.radpirates.luckylooter,ios,Hypercasual,Hypercasual - Puzzle,3,0.26,3.04,0.3504,0.2,8560,-0.13,-0.53,0.08,-0.05,-0.73
2020_Q4,Lucky Looter,com.radpirates.luckylooter,ios,Hypercasual,Hypercasual - Puzzle,4,0.22,3.08,0.3793,0.18,19389,-0.15,0.01,0.08,-0.1,1.27
2020_Q2,com.raftsurvival.raft-96541,com.raftsurvival.raft,ios,RPG,Survival,1,0.25,23.45,0.6915,0.24,24526,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,com.raftsurvival.raft-96541,com.raftsurvival.raft,ios,RPG,Survival,2,0.23,23.39,0.3132,0.2,8137,-0.08,-0.0,-0.55,-0.17,-0.67
2020_Q4,com.raftsurvival.raft-96541,com.raftsurvival.raft,ios,RPG,Survival,3,0.21,22.55,0.6466,0.13,6969,-0.09,-0.04,1.06,-0.35,-0.14
2020_Q2,Rage Road,com.rage.road,ios,Hypercasual,Hypercasual - Action,1,0.34,11.59,0.4295,0.15,213218,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Rage Road,com.rage.road,ios,Hypercasual,Hypercasual - Action,2,0.3,7.88,0.5608,0.15,52366,-0.12,-0.32,0.31,0.0,-0.75
2020_Q4,Rage Road,com.rage.road,ios,Hypercasual,Hypercasual - Action,3,0.27,4.8,0.5604,0.16,30660,-0.1,-0.39,-0.0,0.07,-0.41
2020_Q2,solitaire_unity,com.rainbowgames.tripeak,ios,Puzzle,Solitaire / Mahjong,1,0.27,18.58,1.6034,0.1,1,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Texting,com.RBSSOFT.HyperMobile,ios,Hypercasual,Hypercasual - Other,1,0.22,12.15,0.583,0.15,292048,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Build Roads,com.reboot.buildroads,ios,Hypercasual,Hypercasual - Ultracasual,1,0.19,6.26,0.3721,0.22,145051,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Build Roads,com.reboot.buildroads,ios,Hypercasual,Hypercasual - Ultracasual,2,0.16,5.55,0.5027,0.2,102535,-0.16,-0.11,0.35,-0.09,-0.29
2020_Q2,Hyper Hotel,com.redcat.hyperhotel,ios,Hypercasual,Hypercasual - Simulation,1,0.18,7.29,0.2668,0.27,10231,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Hyper Hotel,com.redcat.hyperhotel,ios,Hypercasual,Hypercasual - Simulation,2,0.18,5.96,0.3714,0.19,17752,0.0,-0.18,0.39,-0.3,0.74
2020_Q4,Hyper Hotel,com.redcat.hyperhotel,ios,Hypercasual,Hypercasual - Simulation,3,0.15,4.41,0.443,0.18,8453,-0.17,-0.26,0.19,-0.05,-0.52
2020_Q2,Hyper Life 3D,com.redcat.hyperlife3d,ios,Hypercasual,Hypercasual - Ultracasual,1,0.12,7.63,0.2211,0.27,44287,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Hyper Life 3D,com.redcat.hyperlife3d,ios,Hypercasual,Hypercasual - Ultracasual,2,0.12,6.79,0.3173,0.16,12349,0.0,-0.11,0.44,-0.41,-0.72
2020_Q4,Hyper Life 3D,com.redcat.hyperlife3d,ios,Hypercasual,Hypercasual - Ultracasual,3,0.1,4.9,0.4257,0.14,4792,-0.17,-0.28,0.34,-0.12,-0.61
2020_Q1,Hypermarket 3D,com.redcat.hypermarket,ios,Hypercasual,Hypercasual - Simulation,1,0.15,6.96,0.5288,0.17,4528,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Hypermarket 3D,com.redcat.hypermarket,ios,Hypercasual,Hypercasual - Simulation,2,0.2,6.28,0.2923,0.22,90848,0.33,-0.1,-0.45,0.29,19.06
2020_Q3,Hypermarket 3D,com.redcat.hypermarket,ios,Hypercasual,Hypercasual - Simulation,3,0.18,5.03,0.3994,0.19,23900,-0.1,-0.2,0.37,-0.14,-0.74
2020_Q4,Hypermarket 3D,com.redcat.hypermarket,ios,Hypercasual,Hypercasual - Simulation,4,0.18,4.61,0.4993,0.19,54182,0.0,-0.08,0.25,0.0,1.27
2020_Q3,HyperPlane,com.redcat.hyperplane,ios,Hypercasual,Hypercasual - Simulation,1,0.17,6.09,0.3342,0.2,25809,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,HyperPlane,com.redcat.hyperplane,ios,Hypercasual,Hypercasual - Simulation,2,0.16,4.22,0.4013,0.21,13539,-0.06,-0.31,0.2,0.05,-0.48
2020_Q2,Stack Colors!,com.redforcegames.stack.colors,ios,Hypercasual,Hypercasual - Traversal,1,0.31,6.79,0.4117,0.17,166107,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Stack Colors!,com.redforcegames.stack.colors,ios,Hypercasual,Hypercasual - Traversal,2,0.32,5.49,0.4287,0.22,80432,0.03,-0.19,0.04,0.29,-0.52
2020_Q4,Stack Colors!,com.redforcegames.stack.colors,ios,Hypercasual,Hypercasual - Traversal,3,0.21,4.39,0.4435,0.23,30827,-0.34,-0.2,0.03,0.05,-0.62
2020_Q1,icecreammaster,com.RedLineGames.Game49,ios,Hypercasual,Hypercasual - Simulation,1,0.31,5.82,0.4482,0.25,77991,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,icecreammaster,com.RedLineGames.Game49,ios,Hypercasual,Hypercasual - Simulation,2,0.28,4.54,0.3738,0.26,42479,-0.1,-0.22,-0.17,0.04,-0.46
2020_Q3,icecreammaster,com.RedLineGames.Game49,ios,Hypercasual,Hypercasual - Simulation,3,0.26,4.55,0.3691,0.25,28463,-0.07,0.0,-0.01,-0.04,-0.33
2020_Q4,icecreammaster,com.RedLineGames.Game49,ios,Hypercasual,Hypercasual - Simulation,4,0.26,4.49,0.4861,0.17,38816,0.0,-0.01,0.32,-0.32,0.36
2019_Q2,Human Runner 3D,com.revangames.obstaclecourse,ios,Arcade,Platformer / Runner,1,0.25,7.24,0.2995,0.21,7479,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Human Runner 3D,com.revangames.obstaclecourse,ios,Arcade,Platformer / Runner,2,0.09,5.35,0.0,0.02,0,-0.64,-0.26,-1.0,-0.9,-1.0
2019_Q4,Human Runner 3D,com.revangames.obstaclecourse,ios,Arcade,Platformer / Runner,3,0.21,5.72,0.3,0.25,0,1.33,0.07,-1.0,11.5,-1.0
2020_Q1,Human Runner 3D,com.revangames.obstaclecourse,ios,Arcade,Platformer / Runner,4,0.21,5.78,0.3,0.22,0,0.0,0.01,0.0,-0.12,-1.0
2020_Q2,Human Runner 3D,com.revangames.obstaclecourse,ios,Arcade,Platformer / Runner,5,0.21,5.77,0.3,0.21,0,0.0,-0.0,0.0,-0.05,-1.0
2020_Q3,Human Runner 3D,com.revangames.obstaclecourse,ios,Arcade,Platformer / Runner,6,0.19,5.89,0.3,0.22,0,-0.1,0.02,0.0,0.05,-1.0
2019_Q1,Flip Trickster (1),com.revolverolver.flipmania,ios,Hypercasual,Hypercasual - Arcade,1,0.27,5.47,0.4905,0.11,88370,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Flip Trickster (1),com.revolverolver.flipmania,ios,Hypercasual,Hypercasual - Arcade,2,0.24,10.17,0.6279,0.1,57044,-0.11,0.86,0.28,-0.09,-0.35
2019_Q3,Flip Trickster (1),com.revolverolver.flipmania,ios,Hypercasual,Hypercasual - Arcade,3,0.18,8.54,0.4,0.14,17986,-0.25,-0.16,-0.36,0.4,-0.68
2019_Q4,Flip Trickster (1),com.revolverolver.flipmania,ios,Hypercasual,Hypercasual - Arcade,4,0.13,6.72,0.4,0.17,14242,-0.28,-0.21,0.0,0.21,-0.21
2020_Q1,Flip Trickster (1),com.revolverolver.flipmania,ios,Hypercasual,Hypercasual - Arcade,5,0.19,7.0,0.3643,0.18,12180,0.46,0.04,-0.09,0.06,-0.14
2020_Q2,Flip Trickster (1),com.revolverolver.flipmania,ios,Hypercasual,Hypercasual - Arcade,6,0.17,7.93,0.3,0.15,8536,-0.11,0.13,-0.18,-0.17,-0.3
2020_Q3,Paint Puzzle!,com.riefeiphai.paintpuzzle,ios,Tabletop,Drawing & Coloring,1,0.11,11.07,0.7083,0.25,667,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Paint Puzzle!,com.riefeiphai.paintpuzzle,ios,Tabletop,Drawing & Coloring,2,0.2,7.55,0.4052,0.23,33405,0.82,-0.32,-0.43,-0.08,49.08
2020_Q1,Shop Titans: Craft & Build,com.ripostegames.shopr,ios,Simulation,Tycoon / Crafting,1,0.37,68.42,4.9979,0.08,0,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,tuan9,com.riseup.game,ios,Hypercasual,Hypercasual - Puzzle,1,0.29,6.12,0.3,0.12,22530,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Bikes Hill,com.RK.BikesHill,ios,Hypercasual,Hypercasual - Racing,1,0.32,9.31,0.5429,0.22,39643,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Bikes Hill,com.RK.BikesHill,ios,Hypercasual,Hypercasual - Racing,2,0.27,8.02,0.4053,0.21,25398,-0.16,-0.14,-0.25,-0.05,-0.36
2020_Q2,Bikes Hill,com.RK.BikesHill,ios,Hypercasual,Hypercasual - Racing,3,0.2,8.7,0.0,0.01,22829,-0.26,0.08,-1.0,-0.95,-0.1
2020_Q3,Bikes Hill,com.RK.BikesHill,ios,Hypercasual,Hypercasual - Racing,4,0.22,8.33,0.0,0.02,20030,0.1,-0.04,-1.0,1.0,-0.12
2020_Q4,Bikes Hill,com.RK.BikesHill,ios,Hypercasual,Hypercasual - Racing,5,0.23,7.19,0.0,0.03,15953,0.05,-0.14,-1.0,0.5,-0.2
2019_Q2,com.rmg.hellclick-103797,com.rmg.hellclick,ios,Arcade,Idler,1,0.38,17.0,1.3312,0.1,3736,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,com.rmg.hellclick-103797,com.rmg.hellclick,ios,Arcade,Idler,2,0.27,17.3,0.5866,0.15,24578,-0.29,0.02,-0.56,0.5,5.58
2019_Q4,com.rmg.hellclick-103797,com.rmg.hellclick,ios,Arcade,Idler,3,0.21,18.87,0.7686,0.15,59966,-0.22,0.09,0.31,0.0,1.44
2020_Q1,com.rmg.hellclick-103797,com.rmg.hellclick,ios,Arcade,Idler,4,0.19,24.78,0.5624,0.15,20360,-0.1,0.31,-0.27,0.0,-0.66
2020_Q2,com.rmg.hellclick-103797,com.rmg.hellclick,ios,Arcade,Idler,5,0.22,26.02,0.7117,0.13,10486,0.16,0.05,0.27,-0.13,-0.48
2020_Q3,com.rmg.hellclick-103797,com.rmg.hellclick,ios,Arcade,Idler,6,0.25,24.19,0.8209,0.12,4439,0.14,-0.07,0.15,-0.08,-0.58
2020_Q4,com.rmg.hellclick-103797,com.rmg.hellclick,ios,Arcade,Idler,7,0.25,28.82,0.2826,0.22,3308,0.0,0.19,-0.66,0.83,-0.25
2020_Q2,Doorman Story,com.rmg.hotelteam,ios,Simulation,Time Management,1,0.26,32.43,0.5813,0.19,3620,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Doorman Story,com.rmg.hotelteam,ios,Simulation,Time Management,2,0.32,35.38,1.4893,0.17,31889,0.23,0.09,1.56,-0.11,7.81
2020_Q4,Doorman Story,com.rmg.hotelteam,ios,Simulation,Time Management,3,0.28,28.7,1.8689,0.13,15818,-0.12,-0.19,0.25,-0.24,-0.5
2019_Q1,SpaceX,com.rocket.sky.shooter,ios,Arcade,Shoot 'em Up,1,0.38,11.88,1.4752,0.05,124,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,SpaceX,com.rocket.sky.shooter,ios,Arcade,Shoot 'em Up,2,0.3,16.33,1.4242,0.08,60,-0.21,0.37,-0.03,0.6,-0.52
2019_Q3,SpaceX,com.rocket.sky.shooter,ios,Arcade,Shoot 'em Up,3,0.29,17.83,1.45,0.08,1954,-0.03,0.09,0.02,0.0,31.57
2020_Q1,Cold Cases: Investigation,com.roger.mugshot,ios,Hypercasual,Hypercasual - Puzzle,1,0.12,10.09,0.4871,0.19,28,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Cold Cases: Investigation,com.roger.mugshot,ios,Hypercasual,Hypercasual - Puzzle,2,0.2,9.93,0.3611,0.2,46490,0.67,-0.02,-0.26,0.05,1659.36
2020_Q3,Cold Cases: Investigation,com.roger.mugshot,ios,Hypercasual,Hypercasual - Puzzle,3,0.15,7.56,0.3641,0.2,2302,-0.25,-0.24,0.01,0.0,-0.95
2020_Q4,Cold Cases: Investigation,com.roger.mugshot,ios,Hypercasual,Hypercasual - Puzzle,4,0.12,6.82,0.37,0.21,883,-0.2,-0.1,0.02,0.05,-0.62
2020_Q4,Fit and Squeeze,com.rollic.fitandsqueeze,ios,Hypercasual,Hypercasual - Puzzle,1,0.22,9.21,0.6962,0.19,109405,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Go Knots 3D,com.rollic.goknots3d,ios,Hypercasual,Hypercasual - Puzzle,1,0.23,9.62,0.4708,0.14,400558,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Go Knots 3D,com.rollic.goknots3d,ios,Hypercasual,Hypercasual - Puzzle,2,0.2,7.11,0.912,0.08,61081,-0.13,-0.26,0.94,-0.43,-0.85
2020_Q4,Go Knots 3D,com.rollic.goknots3d,ios,Hypercasual,Hypercasual - Puzzle,3,0.09,6.85,1.0846,0.07,48020,-0.55,-0.04,0.19,-0.12,-0.21
2020_Q2,Ice Creamz Roll,com.rolling.icecream,ios,Hypercasual,Hypercasual - Simulation,1,0.19,5.88,0.2057,0.28,15565,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Ice Creamz Roll,com.rolling.icecream,ios,Hypercasual,Hypercasual - Simulation,2,0.18,5.02,0.1762,0.21,2142,-0.05,-0.15,-0.14,-0.25,-0.86
2020_Q4,Drawmaster-IOS,com.romank.drawmasters,ios,Hypercasual,Hypercasual - Action,1,0.24,10.99,0.6249,0.27,68370,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Banker!,com.roosterios.banker2,ios,Hypercasual,Hypercasual - Simulation,1,0.15,6.87,0.35,0.28,13941,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Police Officer,com.roosterios.policeofficer,ios,Hypercasual,Hypercasual - Simulation,1,0.12,10.87,0.36,0.2,2282,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Police Officer,com.roosterios.policeofficer,ios,Hypercasual,Hypercasual - Simulation,2,0.17,8.24,0.274,0.26,24255,0.42,-0.24,-0.24,0.3,9.63
2020_Q1,Bubble sort,com.RoshanGames.BubbleSort,ios,Hypercasual,Hypercasual - Puzzle,1,0.35,20.23,0.39,0.2,54871,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Bubble sort,com.RoshanGames.BubbleSort,ios,Hypercasual,Hypercasual - Puzzle,2,0.26,20.86,0.6308,0.06,9494,-0.26,0.03,0.62,-0.7,-0.83
2020_Q3,Bubble sort,com.RoshanGames.BubbleSort,ios,Hypercasual,Hypercasual - Puzzle,3,0.25,18.1,0.5919,0.09,5146,-0.04,-0.13,-0.06,0.5,-0.46
2020_Q4,Bubble sort,com.RoshanGames.BubbleSort,ios,Hypercasual,Hypercasual - Puzzle,4,0.28,19.07,0.6,0.09,4441,0.12,0.05,0.01,0.0,-0.14
2019_Q1,testTwo,com.rovio.baba,ios,Puzzle,Action Puzzle,1,0.3,23.65,6.9194,0.05,115738,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,testTwo,com.rovio.baba,ios,Puzzle,Action Puzzle,2,0.27,39.77,5.9011,0.04,140393,-0.1,0.68,-0.15,-0.2,0.21
2019_Q3,testTwo,com.rovio.baba,ios,Puzzle,Action Puzzle,3,0.29,38.61,4.0948,0.05,186782,0.07,-0.03,-0.31,0.25,0.33
2019_Q4,testTwo,com.rovio.baba,ios,Puzzle,Action Puzzle,4,0.27,38.36,4.6453,0.05,152920,-0.07,-0.01,0.13,0.0,-0.18
