quarter,name,bundleid,platform,genre,subgenre,QuarterRank,Engagement,GamePlay,CPI,UA,Rev,Eng-Rate,GPlay-Rate,CPI-Rate,UA-Rate,Rev-Rate
2019_Q3,Dominos Game: Dominoes Online and Free Board Games,air.com.jogatina.domino.android,android,Arcade,Board,1,0.21,31.27,1.027,0.09,2992,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Dominos Game: Dominoes Online and Free Board Games,air.com.jogatina.domino.android,android,Arcade,Board,2,0.22,32.13,1.3696,0.07,7447,0.05,0.03,0.33,-0.22,1.49
2020_Q1,Dominos Game: Dominoes Online and Free Board Games,air.com.jogatina.domino.android,android,Arcade,Board,3,0.23,33.14,1.5057,0.09,11770,0.05,0.03,0.1,0.29,0.58
2020_Q2,Dominos Game: Dominoes Online and Free Board Games,air.com.jogatina.domino.android,android,Arcade,Board,4,0.22,32.79,0.9825,0.06,10476,-0.04,-0.01,-0.35,-0.33,-0.11
2020_Q3,Dominos Game: Dominoes Online and Free Board Games,air.com.jogatina.domino.android,android,Arcade,Board,5,0.21,33.65,0.9083,0.04,9069,-0.05,0.03,-0.08,-0.33,-0.13
2020_Q3,Diggys Adventure,air.com.pixelfederation.diggy,android,Puzzle,Action Puzzle,1,0.0,13.35,0.0,0.01,18224,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Diggys Adventure,air.com.pixelfederation.diggy,android,Puzzle,Action Puzzle,2,0.4,56.13,0.0,0.02,58155,-1.0,3.2,-1.0,1.0,2.19
2020_Q4,Match Triple 3D - Matching Puzzle Game,and.lihuhu.machingtriple,android,Puzzle,Other Match 3,1,0.36,73.65,1.427,0.1,68843,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q1,testApp,archery.elite.shooting.free.game.android,android,Sports,Realistic Sports,1,0.19,10.69,0.41,0.12,0,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,testApp,archery.elite.shooting.free.game.android,android,Sports,Realistic Sports,2,0.19,15.87,0.4543,0.13,0,0.0,0.48,0.11,0.08,-1.0
2019_Q3,testApp,archery.elite.shooting.free.game.android,android,Sports,Realistic Sports,3,0.2,15.57,0.524,0.15,961,0.05,-0.02,0.15,0.15,-1.0
2019_Q4,testApp,archery.elite.shooting.free.game.android,android,Sports,Realistic Sports,4,0.2,15.06,0.6292,0.13,660,0.0,-0.03,0.2,-0.13,-0.31
2020_Q1,testApp,archery.elite.shooting.free.game.android,android,Sports,Realistic Sports,5,0.19,13.98,0.6121,0.11,6902,-0.05,-0.07,-0.03,-0.15,9.46
2020_Q2,testApp,archery.elite.shooting.free.game.android,android,Sports,Realistic Sports,6,0.18,19.94,0.5199,0.11,2299,-0.05,0.43,-0.15,0.0,-0.67
2020_Q3,testApp,archery.elite.shooting.free.game.android,android,Sports,Realistic Sports,7,0.16,17.98,0.5107,0.11,2014,-0.11,-0.1,-0.02,0.0,-0.12
2020_Q4,testApp,archery.elite.shooting.free.game.android,android,Sports,Realistic Sports,8,0.15,18.76,0.5718,0.14,1584,-0.06,0.04,0.12,0.27,-0.21
2019_Q4,Bike Hop: Baton Roue,bike.hop.fall,android,Hypercasual,Hypercasual - Arcade,1,0.2,9.28,0.5419,0.2,10878,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Bike Hop: Baton Roue,bike.hop.fall,android,Hypercasual,Hypercasual - Arcade,2,0.19,9.24,0.3647,0.17,21948,-0.05,-0.0,-0.33,-0.15,1.02
2020_Q2,Bike Hop: Baton Roue,bike.hop.fall,android,Hypercasual,Hypercasual - Arcade,3,0.17,7.79,0.313,0.17,14104,-0.11,-0.16,-0.14,0.0,-0.36
2020_Q3,Bike Hop: Baton Roue,bike.hop.fall,android,Hypercasual,Hypercasual - Arcade,4,0.16,6.84,0.3984,0.17,14945,-0.06,-0.12,0.27,0.0,0.06
2020_Q4,Bike Hop: Baton Roue,bike.hop.fall,android,Hypercasual,Hypercasual - Arcade,5,0.16,4.95,0.4692,0.2,12217,0.0,-0.28,0.18,0.18,-0.18
2020_Q3,Onet 3D - Matching Puzzle,bp.free.puzzle.game.mahjong.onet,android,Puzzle,Other Puzzle,1,0.37,45.91,2.5455,0.06,71927,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Onet 3D - Matching Puzzle,bp.free.puzzle.game.mahjong.onet,android,Puzzle,Other Puzzle,2,0.32,52.69,2.5845,0.05,200887,-0.14,0.15,0.02,-0.17,1.79
2020_Q2,Magic Woods,by.hitbox.magicwoods,android,Arcade,Idler,1,0.26,23.88,0.3642,0.18,27377,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Magic Woods,by.hitbox.magicwoods,android,Arcade,Idler,2,0.26,19.15,0.4118,0.14,63041,0.0,-0.2,0.13,-0.22,1.3
2020_Q4,Magic Woods,by.hitbox.magicwoods,android,Arcade,Idler,3,0.23,17.11,0.5297,0.12,26703,-0.12,-0.11,0.29,-0.14,-0.58
2019_Q1,Hempire - Weed Growing Game,ca.lbcstudios.hempire,android,Simulation,Tycoon / Crafting,1,0.31,39.2,0.0,0.0,29259,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Hempire - Weed Growing Game,ca.lbcstudios.hempire,android,Simulation,Tycoon / Crafting,2,0.31,63.11,2.0077,0.06,28003,0.0,0.61,-1.0,-1.0,-0.04
2019_Q3,Hempire - Weed Growing Game,ca.lbcstudios.hempire,android,Simulation,Tycoon / Crafting,3,0.33,65.54,2.1694,0.08,86739,0.06,0.04,0.08,0.33,2.1
2019_Q4,Hempire - Weed Growing Game,ca.lbcstudios.hempire,android,Simulation,Tycoon / Crafting,4,0.33,66.27,3.1682,0.09,112505,0.0,0.01,0.46,0.12,0.3
2020_Q1,Hempire - Weed Growing Game,ca.lbcstudios.hempire,android,Simulation,Tycoon / Crafting,5,0.31,66.32,2.2115,0.08,100518,-0.06,0.0,-0.3,-0.11,-0.11
2020_Q2,Hempire - Weed Growing Game,ca.lbcstudios.hempire,android,Simulation,Tycoon / Crafting,6,0.3,68.59,2.0554,0.08,99986,-0.03,0.03,-0.07,0.0,-0.01
2020_Q3,Hempire - Weed Growing Game,ca.lbcstudios.hempire,android,Simulation,Tycoon / Crafting,7,0.29,66.63,6.4052,0.07,57977,-0.03,-0.03,2.12,-0.12,-0.42
2020_Q4,Hempire - Weed Growing Game,ca.lbcstudios.hempire,android,Simulation,Tycoon / Crafting,8,0.41,55.31,8.2877,0.07,46465,0.41,-0.17,0.29,0.0,-0.2
2020_Q3,Pocket Mine 3,ca.roofdog.pm3,android,Arcade,Platformer / Runner,1,0.26,20.77,0.9063,0.16,22,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Pocket Mine 3,ca.roofdog.pm3,android,Arcade,Platformer / Runner,2,0.29,23.64,1.0382,0.18,1278,0.12,0.14,0.15,0.12,57.09
2020_Q1,wobble,cacacat.wobble.man.upstairs,android,Hypercasual,Hypercasual - Puzzle,1,0.23,13.29,0.4336,0.16,12712,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,wobble,cacacat.wobble.man.upstairs,android,Hypercasual,Hypercasual - Puzzle,2,0.27,12.57,0.4585,0.2,65150,0.17,-0.05,0.06,0.25,4.13
2020_Q3,wobble,cacacat.wobble.man.upstairs,android,Hypercasual,Hypercasual - Puzzle,3,0.25,11.96,0.3989,0.27,12160,-0.07,-0.05,-0.13,0.35,-0.81
2020_Q1,My Cat iOS New,cat.game.liftapp,android,Lifestyle,Lifestyle Simulator,1,0.11,5.17,0.12,0.24,555,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,My Cat iOS New,cat.game.liftapp,android,Lifestyle,Lifestyle Simulator,2,0.11,5.12,0.1595,0.19,2940,0.0,-0.01,0.33,-0.21,4.3
2020_Q3,My Cat iOS New,cat.game.liftapp,android,Lifestyle,Lifestyle Simulator,3,0.1,4.98,0.3652,0.16,1699,-0.09,-0.03,1.29,-0.16,-0.42
2020_Q4,My Cat iOS New,cat.game.liftapp,android,Lifestyle,Lifestyle Simulator,4,0.09,6.51,0.6474,0.17,755,-0.1,0.31,0.77,0.06,-0.56
2019_Q1,TD4 - Power Painter,chimp.works.td4,android,Strategy,Tower Defense,1,0.33,26.96,0.8166,0.11,22091,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,TD4 - Power Painter,chimp.works.td4,android,Strategy,Tower Defense,2,0.32,34.03,0.8161,0.11,36541,-0.03,0.26,-0.0,0.0,0.65
2019_Q3,TD4 - Power Painter,chimp.works.td4,android,Strategy,Tower Defense,3,0.26,30.1,0.6965,0.09,17021,-0.19,-0.12,-0.15,-0.18,-0.53
2019_Q4,TD4 - Power Painter,chimp.works.td4,android,Strategy,Tower Defense,4,0.27,26.79,0.4726,0.17,14660,0.04,-0.11,-0.32,0.89,-0.14
2020_Q1,TD4 - Power Painter,chimp.works.td4,android,Strategy,Tower Defense,5,0.28,27.39,0.3308,0.18,16605,0.04,0.02,-0.3,0.06,0.13
2020_Q2,TD4 - Power Painter,chimp.works.td4,android,Strategy,Tower Defense,6,0.28,27.14,0.3495,0.16,14115,0.0,-0.01,0.06,-0.11,-0.15
2020_Q3,TD4 - Power Painter,chimp.works.td4,android,Strategy,Tower Defense,7,0.27,26.33,0.3348,0.17,10086,-0.04,-0.03,-0.04,0.06,-0.29
2020_Q4,TD4 - Power Painter,chimp.works.td4,android,Strategy,Tower Defense,8,0.26,25.9,0.3037,0.2,10317,-0.04,-0.02,-0.09,0.18,0.02
2020_Q2,package,clover.golden.redeem.rewards.match.tb,android,Casino,Social Casino,1,0.05,1.37,0.5086,0.16,38929,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,package,clover.golden.redeem.rewards.match.tb,android,Casino,Social Casino,2,0.03,2.33,0.4873,0.17,34161,-0.4,0.7,-0.04,0.06,-0.12
2020_Q1,Art Coloring - Color by Number & Painting Book,coloring.by.number.painting.colorful,android,Tabletop,Drawing & Coloring,1,0.29,36.05,0.6674,0.12,8083,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Art Coloring - Color by Number & Painting Book,coloring.by.number.painting.colorful,android,Tabletop,Drawing & Coloring,2,0.27,37.2,0.7916,0.09,40699,-0.07,0.03,0.19,-0.25,4.04
2020_Q3,Art Coloring - Color by Number & Painting Book,coloring.by.number.painting.colorful,android,Tabletop,Drawing & Coloring,3,0.26,33.97,0.7807,0.1,39302,-0.04,-0.09,-0.01,0.11,-0.03
2020_Q4,Art Coloring - Color by Number & Painting Book,coloring.by.number.painting.colorful,android,Tabletop,Drawing & Coloring,4,0.24,28.16,0.6299,0.1,19925,-0.08,-0.17,-0.19,0.0,-0.49
2020_Q3,Tap Color Lite_au_gb_ca,coloring.color.number.happy.paint.art.drawing.puzzle,android,Arcade,Drawing & Coloring,1,0.3,60.97,1.4594,0.07,39534,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Tap Color Lite_au_gb_ca,coloring.color.number.happy.paint.art.drawing.puzzle,android,Arcade,Drawing & Coloring,2,0.28,55.29,1.8861,0.08,69378,-0.07,-0.09,0.29,0.14,0.75
2019_Q4,Prime Peaks (Unity Ads),com.a25apps.HillClimber,android,Racing,Arcade Racing,1,0.27,26.81,0.3948,0.17,31169,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Prime Peaks (Unity Ads),com.a25apps.HillClimber,android,Racing,Arcade Racing,2,0.27,26.52,0.4719,0.15,27342,0.0,-0.01,0.2,-0.12,-0.12
2020_Q2,Prime Peaks (Unity Ads),com.a25apps.HillClimber,android,Racing,Arcade Racing,3,0.25,24.3,0.5694,0.12,22687,-0.07,-0.08,0.21,-0.2,-0.17
2020_Q3,Prime Peaks (Unity Ads),com.a25apps.HillClimber,android,Racing,Arcade Racing,4,0.25,19.17,0.6689,0.12,16966,0.0,-0.21,0.17,0.0,-0.25
2020_Q4,Prime Peaks (Unity Ads),com.a25apps.HillClimber,android,Racing,Arcade Racing,5,0.24,17.85,0.5164,0.13,9142,-0.04,-0.07,-0.23,0.08,-0.46
2019_Q4,Car Stunts 3D Free - Extreme City GT Racing,com.abi.carracer.racingfree,android,Racing,Arcade Racing,1,0.13,7.1,0.1968,0.2,1219,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Car Stunts 3D Free - Extreme City GT Racing,com.abi.carracer.racingfree,android,Racing,Arcade Racing,2,0.16,7.88,0.1683,0.18,5101,0.23,0.11,-0.14,-0.1,3.18
2020_Q2,Car Stunts 3D Free - Extreme City GT Racing,com.abi.carracer.racingfree,android,Racing,Arcade Racing,3,0.18,9.71,0.183,0.16,4776,0.12,0.23,0.09,-0.11,-0.06
2020_Q3,Car Stunts 3D Free - Extreme City GT Racing,com.abi.carracer.racingfree,android,Racing,Arcade Racing,4,0.15,9.6,0.2351,0.13,4768,-0.17,-0.01,0.28,-0.19,-0.0
2020_Q4,Car Stunts 3D Free - Extreme City GT Racing,com.abi.carracer.racingfree,android,Racing,Arcade Racing,5,0.14,9.93,0.2499,0.13,2022,-0.07,0.03,0.06,0.0,-0.58
2020_Q2,Move stop,com.abi.move.stop.io,android,Hypercasual,Hypercasual - .io,1,0.19,8.93,0.2072,0.23,1368,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Move stop,com.abi.move.stop.io,android,Hypercasual,Hypercasual - .io,2,0.19,8.66,0.2257,0.23,8069,0.0,-0.03,0.09,0.0,4.9
2020_Q4,Move stop,com.abi.move.stop.io,android,Hypercasual,Hypercasual - .io,3,0.18,8.52,0.2546,0.22,4527,-0.05,-0.02,0.13,-0.04,-0.44
2020_Q3,Craft Shooter - 3D Pixel Gun shooting games,com.abi.pixelshooter.blockcraft.zombie,android,Shooter,FPS / 3PS,1,0.1,12.18,0.02,0.06,0,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Craft Shooter - 3D Pixel Gun shooting games,com.abi.pixelshooter.blockcraft.zombie,android,Shooter,FPS / 3PS,2,0.11,9.12,0.2292,0.18,1190,0.1,-0.25,10.46,2.0,-1.0
2020_Q4,Earn Extre,com.activision.callofduty.shooter,android,Shooter,FPS / 3PS,1,0.11,4.91,2.6559,0.05,0,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q1,Passion Puzzle: Dating Simulator,com.admarket.passionpuzzle,android,Puzzle,Other Match 3,1,0.31,21.65,3.1229,0.03,3093,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Passion Puzzle: Dating Simulator,com.admarket.passionpuzzle,android,Puzzle,Other Match 3,2,0.28,30.64,1.4526,0.06,27961,-0.1,0.42,-0.53,1.0,8.04
2019_Q3,Passion Puzzle: Dating Simulator,com.admarket.passionpuzzle,android,Puzzle,Other Match 3,3,0.19,25.96,1.6452,0.07,902,-0.32,-0.15,0.13,0.17,-0.97
2019_Q4,Passion Puzzle: Dating Simulator,com.admarket.passionpuzzle,android,Puzzle,Other Match 3,4,0.2,28.74,0.2819,0.17,17009,0.05,0.11,-0.83,1.43,17.86
2020_Q1,Passion Puzzle: Dating Simulator,com.admarket.passionpuzzle,android,Puzzle,Other Match 3,5,0.18,26.63,0.2566,0.18,2820,-0.1,-0.07,-0.09,0.06,-0.83
2020_Q2,Passion Puzzle: Dating Simulator,com.admarket.passionpuzzle,android,Puzzle,Other Match 3,6,0.13,25.28,0.29,0.1,2760,-0.28,-0.05,0.13,-0.44,-0.02
2020_Q3,Passion Puzzle: Dating Simulator,com.admarket.passionpuzzle,android,Puzzle,Other Match 3,7,0.15,22.8,0.0,0.05,941,0.15,-0.1,-1.0,-0.5,-0.66
2020_Q2,Agent Action,com.agent.action,android,Hypercasual,Hypercasual - Action,1,0.24,16.38,0.4042,0.13,52430,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Agent Action,com.agent.action,android,Hypercasual,Hypercasual - Action,2,0.21,16.71,0.5055,0.14,55789,-0.12,0.02,0.25,0.08,0.06
2020_Q4,Agent Action,com.agent.action,android,Hypercasual,Hypercasual - Action,3,0.19,15.91,0.5387,0.16,36628,-0.1,-0.05,0.07,0.14,-0.34
2020_Q2,Press to Push,com.ahkiwjsdks.presstopush,android,Hypercasual,Hypercasual - Puzzle,1,0.15,7.07,0.2617,0.17,14775,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Press to Push,com.ahkiwjsdks.presstopush,android,Hypercasual,Hypercasual - Puzzle,2,0.14,6.73,0.2807,0.16,3701,-0.07,-0.05,0.07,-0.06,-0.75
2020_Q4,Press to Push,com.ahkiwjsdks.presstopush,android,Hypercasual,Hypercasual - Puzzle,3,0.13,5.7,0.3519,0.17,1441,-0.07,-0.15,0.25,0.06,-0.61
2019_Q2,Money clickers,com.alegrium.cong2,android,Arcade,Idler,1,0.29,13.5,0.4872,0.04,5254,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Money clickers,com.alegrium.cong2,android,Arcade,Idler,2,0.3,14.31,0.4,0.07,5777,0.03,0.06,-0.18,0.75,0.1
2019_Q4,Money clickers,com.alegrium.cong2,android,Arcade,Idler,3,0.29,14.31,0.4,0.13,5443,-0.03,0.0,0.0,0.86,-0.06
2020_Q1,Money clickers,com.alegrium.cong2,android,Arcade,Idler,4,0.29,15.45,0.4233,0.14,6487,0.0,0.08,0.06,0.08,0.19
2020_Q2,Money clickers,com.alegrium.cong2,android,Arcade,Idler,5,0.28,15.29,0.3109,0.16,4820,-0.03,-0.01,-0.27,0.14,-0.26
2020_Q3,Money clickers,com.alegrium.cong2,android,Arcade,Idler,6,0.25,15.64,0.3,0.15,2688,-0.11,0.02,-0.04,-0.06,-0.44
2020_Q4,Money clickers,com.alegrium.cong2,android,Arcade,Idler,7,0.26,19.11,0.7627,0.13,5252,0.04,0.22,1.54,-0.13,0.95
2019_Q2,Rope Around!,com.alex.ropearound,android,Hypercasual,Hypercasual - Puzzle,1,0.18,7.13,0.284,0.2,26171,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Rope Around!,com.alex.ropearound,android,Hypercasual,Hypercasual - Puzzle,2,0.18,6.19,0.3,0.2,8929,0.0,-0.13,0.06,0.0,-0.66
2019_Q4,Rope Around!,com.alex.ropearound,android,Hypercasual,Hypercasual - Puzzle,3,0.14,4.86,0.3,0.22,1652,-0.22,-0.21,0.0,0.1,-0.81
2020_Q1,Rope Around!,com.alex.ropearound,android,Hypercasual,Hypercasual - Puzzle,4,0.13,5.17,0.2648,0.23,906,-0.07,0.06,-0.12,0.05,-0.45
2020_Q2,Rope Around!,com.alex.ropearound,android,Hypercasual,Hypercasual - Puzzle,5,0.14,4.89,0.21,0.22,537,0.08,-0.05,-0.21,-0.04,-0.41
2020_Q3,Rope Around!,com.alex.ropearound,android,Hypercasual,Hypercasual - Puzzle,6,0.11,4.36,0.21,0.22,229,-0.21,-0.11,0.0,0.0,-0.57
2020_Q4,Rope Around!,com.alex.ropearound,android,Hypercasual,Hypercasual - Puzzle,7,0.1,4.2,0.21,0.22,128,-0.09,-0.04,0.0,0.0,-0.44
2019_Q2,Terragenesis (COPPA),com.alexanderwinn.TerraGenesis,android,Simulation,Simulator,1,0.28,32.19,0.0,0.01,12598,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Terragenesis (COPPA),com.alexanderwinn.TerraGenesis,android,Simulation,Simulator,2,0.24,30.86,0.0,0.02,8266,-0.14,-0.04,-1.0,1.0,-0.34
2019_Q4,Terragenesis (COPPA),com.alexanderwinn.TerraGenesis,android,Simulation,Simulator,3,0.24,31.67,0.0,0.02,8264,0.0,0.03,-1.0,0.0,-0.0
2020_Q1,Terragenesis (COPPA),com.alexanderwinn.TerraGenesis,android,Simulation,Simulator,4,0.21,31.03,0.0,0.02,7395,-0.12,-0.02,-1.0,0.0,-0.11
2020_Q2,Terragenesis (COPPA),com.alexanderwinn.TerraGenesis,android,Simulation,Simulator,5,0.18,31.38,0.0,0.02,16540,-0.14,0.01,-1.0,0.0,1.24
2020_Q3,Terragenesis (COPPA),com.alexanderwinn.TerraGenesis,android,Simulation,Simulator,6,0.16,27.23,0.0,0.02,17437,-0.11,-0.13,-1.0,0.0,0.05
2020_Q4,Terragenesis (COPPA),com.alexanderwinn.TerraGenesis,android,Simulation,Simulator,7,0.15,21.21,0.45,0.14,14688,-0.06,-0.22,-1.0,6.0,-0.16
2020_Q2,Pregnancy Idle 3D,com.AlexGame.PregnancyIdle,android,Arcade,Idler,1,0.15,11.59,0.2578,0.16,25798,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Pregnancy Idle 3D,com.AlexGame.PregnancyIdle,android,Arcade,Idler,2,0.16,13.57,0.2204,0.18,11767,0.07,0.17,-0.15,0.12,-0.54
2020_Q4,Pregnancy Idle 3D,com.AlexGame.PregnancyIdle,android,Arcade,Idler,3,0.15,9.16,0.221,0.22,9010,-0.06,-0.32,0.0,0.22,-0.23
2020_Q4,Save the Baby,com.AlexReutov.SaveTheBaby,android,Lifestyle,Lifestyle Simulator,1,0.12,11.06,0.3196,0.17,20599,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Wheel Smash,com.alfgames.smashwheel,android,Hypercasual,Hypercasual - Ultracasual,1,0.2,5.45,0.2365,0.22,55649,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Wheel Smash,com.alfgames.smashwheel,android,Hypercasual,Hypercasual - Ultracasual,2,0.19,4.95,0.177,0.25,20799,-0.05,-0.09,-0.25,0.14,-0.63
2020_Q4,Wheel Smash,com.alfgames.smashwheel,android,Hypercasual,Hypercasual - Ultracasual,3,0.17,4.48,0.2424,0.23,19644,-0.11,-0.09,0.37,-0.08,-0.06
2020_Q3,Awp Mode,com.alphainteractive.sniperawpshooter,android,Shooter,FPS / 3PS,1,0.17,26.45,1.591,0.14,160,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Awp Mode,com.alphainteractive.sniperawpshooter,android,Shooter,FPS / 3PS,2,0.17,27.22,1.5937,0.16,1566,0.0,0.03,0.0,0.14,8.79
2019_Q1,跳音乐,com.amanotes.beathopper,android,Hypercasual,Hypercasual - Traversal,1,0.26,3.53,0.4517,0.16,9080,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,跳音乐,com.amanotes.beathopper,android,Hypercasual,Hypercasual - Traversal,2,0.25,6.86,0.3883,0.16,9061,-0.04,0.94,-0.14,0.0,-0.0
2019_Q3,跳音乐,com.amanotes.beathopper,android,Hypercasual,Hypercasual - Traversal,3,0.24,6.72,0.3554,0.12,42919,-0.04,-0.02,-0.08,-0.25,3.74
2019_Q4,跳音乐,com.amanotes.beathopper,android,Hypercasual,Hypercasual - Traversal,4,0.23,6.82,0.3609,0.17,100580,-0.04,0.01,0.02,0.42,1.34
2020_Q1,跳音乐,com.amanotes.beathopper,android,Hypercasual,Hypercasual - Traversal,5,0.23,7.09,0.3529,0.15,86588,0.0,0.04,-0.02,-0.12,-0.14
2020_Q2,跳音乐,com.amanotes.beathopper,android,Hypercasual,Hypercasual - Traversal,6,0.23,7.28,0.4321,0.12,104826,0.0,0.03,0.22,-0.2,0.21
2020_Q3,跳音乐,com.amanotes.beathopper,android,Hypercasual,Hypercasual - Traversal,7,0.24,8.15,0.6572,0.1,130133,0.04,0.12,0.52,-0.17,0.24
2020_Q4,跳音乐,com.amanotes.beathopper,android,Hypercasual,Hypercasual - Traversal,8,0.22,7.77,0.7443,0.07,141337,-0.08,-0.05,0.13,-0.3,0.09
2019_Q4,Beat Roller,com.amanotes.pamabeatroller,android,Hypercasual,Hypercasual - Traversal,1,0.19,5.95,0.3462,0.18,2477,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Beat Roller,com.amanotes.pamabeatroller,android,Hypercasual,Hypercasual - Traversal,2,0.22,5.48,0.2064,0.16,1266,0.16,-0.08,-0.4,-0.11,-0.49
2020_Q2,Beat Roller,com.amanotes.pamabeatroller,android,Hypercasual,Hypercasual - Traversal,3,0.2,5.25,0.2665,0.14,73,-0.09,-0.04,0.29,-0.12,-0.94
2020_Q3,Beat Roller,com.amanotes.pamabeatroller,android,Hypercasual,Hypercasual - Traversal,4,0.15,5.15,0.2868,0.12,52,-0.25,-0.02,0.08,-0.14,-0.29
2020_Q4,Beat Roller,com.amanotes.pamabeatroller,android,Hypercasual,Hypercasual - Traversal,5,0.14,4.85,0.2585,0.15,90,-0.07,-0.06,-0.1,0.25,0.73
2020_Q2,Color Hop 3D - Music Game,com.amanotes.pamacolorhop,android,Hypercasual,Hypercasual - Traversal,1,0.18,3.95,0.2116,0.18,22,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Color Hop 3D - Music Game,com.amanotes.pamacolorhop,android,Hypercasual,Hypercasual - Traversal,2,0.16,3.77,0.2675,0.16,2867,-0.11,-0.05,0.26,-0.11,129.32
2020_Q4,Color Hop 3D - Music Game,com.amanotes.pamacolorhop,android,Hypercasual,Hypercasual - Traversal,3,0.15,1.79,0.3727,0.16,4284,-0.06,-0.53,0.39,0.0,0.49
2019_Q1,Road,com.amanotes.pamadancingroad,android,Hypercasual,Hypercasual - Traversal,1,0.25,2.99,0.4841,0.14,3210,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Road,com.amanotes.pamadancingroad,android,Hypercasual,Hypercasual - Traversal,2,0.23,5.68,0.3402,0.18,0,-0.08,0.9,-0.3,0.29,-1.0
2019_Q3,Road,com.amanotes.pamadancingroad,android,Hypercasual,Hypercasual - Traversal,3,0.24,5.39,0.3399,0.17,680,0.04,-0.05,-0.0,-0.06,-1.0
2019_Q4,Road,com.amanotes.pamadancingroad,android,Hypercasual,Hypercasual - Traversal,4,0.22,5.9,0.2963,0.17,42753,-0.08,0.09,-0.13,0.0,61.87
2020_Q1,Road,com.amanotes.pamadancingroad,android,Hypercasual,Hypercasual - Traversal,5,0.22,5.75,0.2535,0.15,33573,0.0,-0.03,-0.14,-0.12,-0.21
2020_Q2,Road,com.amanotes.pamadancingroad,android,Hypercasual,Hypercasual - Traversal,6,0.23,5.67,0.3517,0.09,42252,0.05,-0.01,0.39,-0.4,0.26
2020_Q3,Road,com.amanotes.pamadancingroad,android,Hypercasual,Hypercasual - Traversal,7,0.21,3.27,0.5518,0.1,43230,-0.09,-0.42,0.57,0.11,0.02
2020_Q4,Road,com.amanotes.pamadancingroad,android,Hypercasual,Hypercasual - Traversal,8,0.2,5.31,0.4604,0.13,66901,-0.05,0.62,-0.17,0.3,0.55
2019_Q4,Testing,com.amanotes.pamadunknbeat,android,Hypercasual,Hypercasual - Sports,1,0.17,4.29,0.2675,0.22,63641,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Testing,com.amanotes.pamadunknbeat,android,Hypercasual,Hypercasual - Sports,2,0.17,3.6,0.1994,0.2,5395,0.0,-0.16,-0.25,-0.09,-0.92
2020_Q2,Testing,com.amanotes.pamadunknbeat,android,Hypercasual,Hypercasual - Sports,3,0.2,4.17,0.16,0.23,4086,0.18,0.16,-0.2,0.15,-0.24
2019_Q1,Infinity Bounce,com.amanotes.pamainfinitybounce,android,Lifestyle,Music / Band,1,0.25,3.83,0.3567,0.13,1915,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Infinity Bounce,com.amanotes.pamainfinitybounce,android,Lifestyle,Music / Band,2,0.23,5.01,0.3079,0.11,1906,-0.08,0.31,-0.14,-0.15,-0.0
2019_Q3,Infinity Bounce,com.amanotes.pamainfinitybounce,android,Lifestyle,Music / Band,3,0.23,4.81,0.2356,0.12,1232,0.0,-0.04,-0.23,0.09,-0.35
2019_Q4,Infinity Bounce,com.amanotes.pamainfinitybounce,android,Lifestyle,Music / Band,4,0.19,4.85,0.24,0.14,1394,-0.17,0.01,0.02,0.17,0.13
